location,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,weekly_icu_admissions_per_million,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,new_vaccinations_smoothed_per_million,hospital_beds_per_thousand
Bulgaria,2021-08-24,189.678,3.521,32.335,391.784,,,3.399,1375.0,7.454
Bulgaria,2021-08-25,194.111,4.184,35.959,416.579,,,3.446,1396.0,7.454
Bulgaria,2021-08-26,201.609,4.329,37.989,432.819,,,3.494,1423.0,7.454
Bulgaria,2021-08-27,208.755,4.785,40.454,458.628,,,3.5,1437.0,7.454
Bulgaria,2021-08-28,212.049,4.93,43.209,471.968,,,3.403,1442.0,7.454
Bulgaria,2021-08-29,213.437,5.303,43.064,488.498,,,3.306,1445.0,7.454
Bulgaria,2021-08-30,217.559,6.38,43.209,500.388,,,3.208,1456.0,7.454
Bulgaria,2021-08-31,220.5,6.856,43.644,521.122,,,3.26,1451.0,7.454
Bulgaria,2021-09-01,223.483,6.981,46.979,542.002,,,3.312,1415.0,7.454
Bulgaria,2021-09-02,219.982,7.333,48.139,561.432,,,3.363,1389.0,7.454
Bulgaria,2021-09-03,218.47,7.478,48.284,577.816,,,3.335,1383.0,7.454
Bulgaria,2021-09-04,215.363,7.83,48.429,590.141,,,3.306,1372.0,7.454
Bulgaria,2021-09-05,216.13,7.954,49.009,596.521,,,3.277,1364.0,7.454
Bulgaria,2021-09-06,186.861,6.401,48.139,603.336,,,3.248,1182.0,7.454
Bulgaria,2021-09-07,185.867,7.747,49.154,621.171,,,3.127,1138.0,7.454
Bulgaria,2021-09-08,190.237,7.975,47.704,624.506,,,3.005,1147.0,7.454
Bulgaria,2021-09-09,191.584,7.996,52.634,640.745,,,2.873,1141.0,7.454
Bulgaria,2021-09-10,191.294,8.451,54.809,652.49,,,2.863,1117.0,7.454
Bulgaria,2021-09-11,192.433,7.996,54.664,644.95,,,2.852,1111.0,7.454
Bulgaria,2021-09-12,191.376,8.431,55.099,662.93,,,2.841,1107.0,7.454
Bulgaria,2021-09-13,218.74,10.606,54.084,668.295,,,2.831,1239.0,7.454
Bulgaria,2021-09-14,219.237,9.818,53.649,665.105,,,2.884,1231.0,7.454
Bulgaria,2021-09-15,217.29,9.818,55.969,664.67,,,2.937,1186.0,7.454
Bulgaria,2021-09-16,219.257,10.129,57.419,664.38,,,3.001,1171.0,7.454
Bulgaria,2021-09-17,224.767,10.274,57.419,670.905,,,2.947,1159.0,7.454
Bulgaria,2021-09-18,225.637,10.688,57.274,674.095,,,2.893,1159.0,7.454
Bulgaria,2021-09-19,226.072,10.481,57.419,681.925,,,2.839,1153.0,7.454
Bulgaria,2021-09-20,233.571,10.461,56.694,688.74,,,2.785,1143.0,7.454
Bulgaria,2021-09-21,236.947,9.943,56.259,707.444,,,2.681,1124.0,7.454
Bulgaria,2021-09-22,215.985,9.156,58.724,715.564,,,2.578,949.0,7.454
Bulgaria,2021-09-23,218.284,9.818,58.724,719.044,,,2.474,955.0,7.454
Bulgaria,2021-09-24,218.532,9.694,60.029,717.594,,,2.464,946.0,7.454
Bulgaria,2021-09-25,220.335,9.611,60.319,720.494,,,2.454,934.0,7.454
Bulgaria,2021-09-26,221.122,9.549,60.609,730.789,,,2.444,930.0,7.454
Bulgaria,2021-09-27,224.767,9.777,60.609,736.299,,,2.434,882.0,7.454
Bulgaria,2021-09-28,232.659,10.378,62.639,731.949,,,2.503,838.0,7.454
Bulgaria,2021-09-29,259.422,11.621,65.104,747.029,,,2.572,986.0,7.454
Bulgaria,2021-09-30,263.875,11.02,66.409,749.929,,,2.543,934.0,7.454
Bulgaria,2021-10-01,267.749,11.31,66.989,754.134,,,2.538,873.0,7.454
Bulgaria,2021-10-02,271.685,11.31,67.134,751.379,,,2.533,869.0,7.454
Bulgaria,2021-10-03,272.037,11.372,67.424,756.454,,,2.528,847.0,7.454
Bulgaria,2021-10-04,277.629,11.973,66.989,760.949,,,2.523,868.0,7.454
Bulgaria,2021-10-05,283.699,12.325,64.524,754.569,,,2.523,856.0,7.454
Bulgaria,2021-10-06,291.984,12.408,66.699,757.324,,,2.523,818.0,7.454
Bulgaria,2021-10-07,297.204,12.905,65.974,770.228,,,2.621,793.0,7.454
Bulgaria,2021-10-08,305.365,12.781,67.134,779.218,,,2.606,796.0,7.454
Bulgaria,2021-10-09,305.738,12.863,66.989,790.673,,,2.592,797.0,7.454
Bulgaria,2021-10-10,307.975,12.801,68.004,795.893,,,2.577,813.0,7.454
Bulgaria,2021-10-11,321.75,12.366,68.149,797.923,,,2.563,792.0,7.454
Bulgaria,2021-10-12,334.241,12.138,68.439,798.213,,,2.518,797.0,7.454
Bulgaria,2021-10-13,350.501,12.283,70.324,818.658,,,2.472,763.0,7.454
Bulgaria,2021-10-14,368.75,12.366,70.614,827.503,,,2.427,771.0,7.454
Bulgaria,2021-10-15,388.532,12.47,71.484,850.702,,,2.466,800.0,7.454
Bulgaria,2021-10-16,401.395,12.739,73.804,860.707,,,2.505,812.0,7.454
Bulgaria,2021-10-17,409.246,12.801,74.239,875.062,,,2.545,824.0,7.454
Bulgaria,2021-10-18,440.483,13.982,74.239,880.717,,,2.584,845.0,7.454
Bulgaria,2021-10-19,471.305,14.624,77.864,907.396,,,3.179,875.0,7.454
Bulgaria,2021-10-20,496.058,14.81,80.909,924.651,,,3.284,1039.0,7.454
Bulgaria,2021-10-21,529.884,15.266,82.214,941.616,,,3.39,1457.0,7.454
Bulgaria,2021-10-22,558.594,16.302,85.549,958.146,,,3.758,1777.0,7.454
Bulgaria,2021-10-23,589.395,16.613,86.274,969.31,,,4.127,1811.0,7.454
Bulgaria,2021-10-24,597.06,16.55,87.289,984.825,,,4.496,1869.0,7.454
Bulgaria,2021-10-25,615.371,17.151,86.999,1002.225,,,4.865,2255.0,7.454
Bulgaria,2021-10-26,653.878,17.151,88.159,1033.545,,,4.611,2729.0,7.454
Bulgaria,2021-10-27,677.098,18.125,88.159,1062.109,,,4.846,2977.0,7.454
Bulgaria,2021-10-28,684.597,18.208,88.014,1069.069,,,4.986,2876.0,7.454
Bulgaria,2021-10-29,693.504,18.58,95.119,1095.169,,,4.89,2857.0,7.454
Bulgaria,2021-10-30,682.774,18.332,98.019,1113.583,,,4.794,2923.0,7.454
Bulgaria,2021-10-31,684.576,19.181,99.324,1142.583,,,4.699,2931.0,7.454
Bulgaria,2021-11-01,687.559,20.569,98.599,1156.068,,,4.603,2717.0,7.454
Bulgaria,2021-11-02,667.819,21.004,97.004,1164.333,,,5.078,2443.0,7.454
Bulgaria,2021-11-03,652.884,20.61,100.918,1181.587,,,5.553,2322.0,7.454
Bulgaria,2021-11-04,642.195,21.48,103.673,1187.677,,,6.124,2267.0,7.454
Bulgaria,2021-11-05,631.383,22.123,102.948,1213.922,,,6.12,2207.0,7.454
Bulgaria,2021-11-06,631.176,22.516,104.978,1197.972,,,6.116,2187.0,7.454
Bulgaria,2021-11-07,627.012,22.268,106.138,1213.632,,,6.112,2183.0,7.454
Bulgaria,2021-11-08,612.077,22.765,106.138,1231.177,,,6.109,2157.0,7.454
Bulgaria,2021-11-09,593.269,22.806,104.833,1234.802,,,5.534,2119.0,7.454
Bulgaria,2021-11-10,571.126,24.132,108.313,1236.251,,,5.083,2074.0,7.454
Bulgaria,2021-11-11,540.987,24.753,110.198,1217.692,,,4.632,2108.0,7.454
Bulgaria,2021-11-12,508.093,24.546,109.473,1207.687,,,4.755,2141.0,7.454
Bulgaria,2021-11-13,482.905,24.567,108.893,1182.602,,,4.703,2161.0,7.454
Bulgaria,2021-11-14,474.039,24.96,108.023,1185.792,,,4.651,2287.0,7.454
Bulgaria,2021-11-15,431.306,23.759,109.038,1193.042,,,4.599,2236.0,7.454
Bulgaria,2021-11-16,408.811,23.22,105.123,1148.963,,,4.546,2343.0,7.454
Bulgaria,2021-11-17,387.807,22.495,111.213,1121.848,,,4.516,2429.0,7.454
Bulgaria,2021-11-18,379.066,21.439,110.343,1093.864,,,4.486,2422.0,7.454
Bulgaria,2021-11-19,370.594,20.693,112.373,1075.014,,,4.456,2419.0,7.454
Bulgaria,2021-11-20,367.383,20.486,111.213,1055.004,,,4.67,2410.0,7.454
Bulgaria,2021-11-21,365.415,20.175,110.053,1063.124,,,4.884,2280.0,7.454
Bulgaria,2021-11-22,370.366,19.72,110.198,1066.749,,,5.097,2383.0,7.454
Bulgaria,2021-11-23,357.192,20.341,112.373,1039.344,,,5.311,2334.0,7.454
Bulgaria,2021-11-24,351.599,19.43,112.663,1015.13,,,5.215,2297.0,7.454
Bulgaria,2021-11-25,343.003,18.767,115.563,992.655,,,5.119,2277.0,7.454
Bulgaria,2021-11-26,337.845,18.063,114.113,979.895,,,4.951,2272.0,7.454
Bulgaria,2021-11-27,332.936,17.876,112.953,957.856,,,4.714,2259.0,7.454
Bulgaria,2021-11-28,332.832,17.565,113.533,967.716,,,4.478,2261.0,7.454
Bulgaria,2021-11-29,323.677,16.944,109.618,972.5,,,4.346,2261.0,7.454
Bulgaria,2021-11-30,312.242,16.468,104.833,946.256,,,4.215,2256.0,7.454
Bulgaria,2021-12-01,302.631,15.825,103.963,938.136,,,4.168,2251.0,7.454
Bulgaria,2021-12-02,295.34,15.846,100.628,913.776,,,4.12,2245.0,7.454
Bulgaria,2021-12-03,291.218,16.012,101.788,902.611,,,4.068,2211.0,7.454
Bulgaria,2021-12-04,286.391,15.784,99.179,875.062,,,4.017,2199.0,7.454
Bulgaria,2021-12-05,285.936,15.556,98.164,881.877,,,3.966,2256.0,7.454
Bulgaria,2021-12-06,273.632,15.225,97.729,888.837,,,3.958,2105.0,7.454
Bulgaria,2021-12-07,265.719,14.707,90.479,838.087,,,3.951,2069.0,7.454
Bulgaria,2021-12-08,256.335,15.266,90.914,826.778,,,4.007,2022.0,7.454
Bulgaria,2021-12-09,252.379,15.038,91.494,804.883,,,4.063,1980.0,7.454
Bulgaria,2021-12-10,240.572,14.293,93.234,784.583,,,4.1,1947.0,7.454
Bulgaria,2021-12-11,242.395,14.106,91.059,760.079,,,4.136,1946.0,7.454
Bulgaria,2021-12-12,238.791,14.168,90.914,766.169,,,4.173,1869.0,7.454
Bulgaria,2021-12-13,188.539,9.86,91.204,770.808,,,4.103,1941.0,7.454
Bulgaria,2021-12-14,223.007,12.449,87.869,741.519,,,4.033,1929.0,7.454
Bulgaria,2021-12-15,224.519,11.766,85.114,719.334,,,4.117,1942.0,7.454
Bulgaria,2021-12-16,216.565,11.413,81.199,705.994,,,4.2,1939.0,7.454
Bulgaria,2021-12-17,214.39,11.496,79.894,694.685,,,4.273,1928.0,7.454
Bulgaria,2021-12-18,210.889,11.621,77.864,654.085,,,4.346,1929.0,7.454
Bulgaria,2021-12-19,209.315,11.31,77.139,663.365,,,4.419,1933.0,7.454
Bulgaria,2021-12-20,250.763,14.562,77.139,663.365,,,4.591,1995.0,7.454
Bulgaria,2021-12-21,207.678,11.165,77.139,663.365,,,4.762,2036.0,7.454
Bulgaria,2021-12-22,202.251,10.606,77.139,663.365,,,4.674,2007.0,7.454
Bulgaria,2021-12-23,213.085,10.419,77.139,663.365,,,4.586,1909.0,7.454
Bulgaria,2021-12-24,201.05,9.57,77.139,663.365,,,4.335,1568.0,7.454
Bulgaria,2021-12-25,197.715,9.963,77.139,663.365,,,4.083,1450.0,7.454
Bulgaria,2021-12-26,205.628,10.191,77.139,663.365,,,3.832,1402.0,7.454
Bulgaria,2021-12-27,190.651,7.954,77.139,663.365,,,0.0,1160.0,7.454
Bulgaria,2021-12-28,177.229,7.333,77.139,663.365,,,0.0,844.0,7.454
Bulgaria,2021-12-29,218.367,9.528,77.139,663.365,,,0.0,915.0,7.454
Croatia,2020-02-25,0.0,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-02-26,0.0,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-02-27,0.0,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-02-28,0.0,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-02-29,0.0,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-01,0.245,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-02,0.245,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-03,0.28,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-04,0.245,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-05,0.245,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-06,0.21,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-07,0.21,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-08,0.175,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-09,0.175,0.0,0.0,83.545,,,0.0,0.0,5.54
Croatia,2020-03-10,0.175,0.0,0.0,83.545,,,0.004,0.0,5.54
Croatia,2020-03-11,0.315,0.0,0.0,83.545,,,0.006,0.0,5.54
Croatia,2020-03-12,0.315,0.0,0.0,83.545,,,0.007,0.0,5.54
Croatia,2020-03-13,0.735,0.0,0.0,83.545,,,0.009,0.0,5.54
Croatia,2020-03-14,0.91,0.0,0.0,83.545,,,0.012,0.0,5.54
Croatia,2020-03-15,1.295,0.0,0.0,83.545,,,0.015,0.0,5.54
Croatia,2020-03-16,1.575,0.0,0.0,83.545,,,0.019,0.0,5.54
Croatia,2020-03-17,1.785,0.0,0.0,83.545,,,0.026,0.0,5.54
Croatia,2020-03-18,2.17,0.0,0.0,83.545,,,0.026,0.0,5.54
Croatia,2020-03-19,3.01,0.035,0.0,83.545,,,0.027,0.0,5.54
Croatia,2020-03-20,3.36,0.035,0.0,83.545,,,0.038,0.0,5.54
Croatia,2020-03-21,5.88,0.035,0.0,83.545,,,0.048,0.0,5.54
Croatia,2020-03-22,7.175,0.035,0.0,83.545,,,0.058,0.0,5.54
Croatia,2020-03-23,9.03,0.035,0.0,83.545,,,0.066,0.0,5.54
Croatia,2020-03-24,11.095,0.035,0.0,83.545,,,0.072,0.0,5.54
Croatia,2020-03-25,12.635,0.035,0.0,83.545,,,0.085,0.0,5.54
Croatia,2020-03-26,13.65,0.07,0.0,83.545,,,0.103,0.0,5.54
Croatia,2020-03-27,16.03,0.07,0.0,83.545,,,0.11,0.0,5.54
Croatia,2020-03-28,15.785,0.14,0.0,83.545,,,0.112,0.0,5.54
Croatia,2020-03-29,16.065,0.175,0.0,83.545,,,0.122,0.0,5.54
Croatia,2020-03-30,16.625,0.175,0.0,83.545,,,0.127,0.0,5.54
Croatia,2020-03-31,16.975,0.175,0.0,83.545,,,0.135,0.0,5.54
Croatia,2020-04-01,18.235,0.175,0.0,83.545,,,0.142,0.0,5.54
Croatia,2020-04-02,18.06,0.14,0.0,83.545,,,0.145,0.0,5.54
Croatia,2020-04-03,17.255,0.175,0.0,83.545,,,0.157,0.0,5.54
Croatia,2020-04-04,16.415,0.245,0.0,83.545,,,0.162,0.0,5.54
Croatia,2020-04-05,16.415,0.315,0.0,83.545,,,0.173,0.0,5.54
Croatia,2020-04-06,15.12,0.35,0.0,83.545,,,0.177,0.0,5.54
Croatia,2020-04-07,14.525,0.42,0.0,83.545,,,0.186,0.0,5.54
Croatia,2020-04-08,13.3,0.455,0.0,83.545,,,0.191,0.0,5.54
Croatia,2020-04-09,13.86,0.455,0.0,83.545,,,0.186,0.0,5.54
Croatia,2020-04-10,14.56,0.455,0.0,83.545,,,0.188,0.0,5.54
Croatia,2020-04-11,14.28,0.315,0.0,83.545,,,0.205,0.0,5.54
Croatia,2020-04-12,14.63,0.28,0.0,83.545,,,0.194,0.0,5.54
Croatia,2020-04-13,14.98,0.315,0.0,83.545,,,0.221,0.0,5.54
Croatia,2020-04-14,14.77,0.455,0.0,83.545,,,0.211,0.0,5.54
Croatia,2020-04-15,13.93,0.49,0.0,83.545,,,0.215,0.0,5.54
Croatia,2020-04-16,13.44,0.525,0.0,91.139,,,0.227,0.0,5.54
Croatia,2020-04-17,11.165,0.525,0.0,91.139,,,0.222,0.0,5.54
Croatia,2020-04-18,10.43,0.63,0.0,88.444,,,0.208,0.0,5.54
Croatia,2020-04-19,9.485,0.84,0.0,81.095,,,0.273,0.0,5.54
Croatia,2020-04-20,8.085,0.77,0.0,79.38,,,0.309,0.0,5.54
Croatia,2020-04-21,7.14,0.595,0.0,77.665,,,0.306,0.0,5.54
Croatia,2020-04-22,7.315,0.525,0.0,76.93,,,0.293,0.0,5.54
Croatia,2020-04-23,6.65,0.525,0.0,78.645,,,0.304,0.0,5.54
Croatia,2020-04-24,6.825,0.525,0.0,79.625,,,0.324,0.0,5.54
Croatia,2020-04-25,6.44,0.525,0.0,77.42,,,0.324,0.0,5.54
Croatia,2020-04-26,5.565,0.28,0.0,76.93,,25.135,0.26,0.0,5.54
Croatia,2020-04-27,5.53,0.42,0.0,74.235,,,0.217,0.0,5.54
Croatia,2020-04-28,4.865,0.525,0.0,70.315,,,0.226,0.0,5.54
Croatia,2020-04-29,3.92,0.665,0.0,65.905,,,0.24,0.0,5.54
Croatia,2020-04-30,3.325,0.665,0.0,63.945,,,0.282,0.0,5.54
Croatia,2020-05-01,2.66,0.84,0.0,60.025,,,0.246,0.0,5.54
Croatia,2020-05-02,2.52,0.805,0.0,58.555,,,0.233,0.0,5.54
Croatia,2020-05-03,2.31,0.84,0.0,56.595,,5.914,0.226,0.0,5.54
Croatia,2020-05-04,2.17,0.735,0.0,55.86,,,0.218,0.0,5.54
Croatia,2020-05-05,2.275,0.7,0.0,53.165,,,0.224,0.0,5.54
Croatia,2020-05-06,1.995,0.63,0.0,50.47,,,0.23,0.0,5.54
Croatia,2020-05-07,1.715,0.595,0.0,47.775,,,0.176,0.0,5.54
Croatia,2020-05-08,2.66,0.385,0.0,45.08,,,0.215,0.0,5.54
Croatia,2020-05-09,3.08,0.35,0.0,44.345,,,0.233,0.0,5.54
Croatia,2020-05-10,3.185,0.385,0.0,41.405,,9.857,0.238,0.0,5.54
Croatia,2020-05-11,3.325,0.385,0.0,39.2,,,0.246,0.0,5.54
Croatia,2020-05-12,3.325,0.28,0.0,38.955,,,0.263,0.0,5.54
Croatia,2020-05-13,3.29,0.315,0.0,36.75,,,0.269,0.0,5.54
Croatia,2020-05-14,3.36,0.28,0.0,35.77,,,0.294,0.0,5.54
Croatia,2020-05-15,2.135,0.315,0.0,34.79,,,0.287,0.0,5.54
Croatia,2020-05-16,1.68,0.28,0.0,33.565,,,0.287,0.0,5.54
Croatia,2020-05-17,1.365,0.175,0.0,31.85,,3.696,0.315,0.0,5.54
Croatia,2020-05-18,1.12,0.14,0.0,29.89,,,0.306,0.0,5.54
Croatia,2020-05-19,0.875,0.175,0.0,29.4,,,0.291,0.0,5.54
Croatia,2020-05-20,0.735,0.07,0.0,28.665,,,0.29,0.0,5.54
Croatia,2020-05-21,0.56,0.105,0.0,28.665,,,0.284,0.0,5.54
Croatia,2020-05-22,0.735,0.14,0.0,24.99,,,0.292,0.0,5.54
Croatia,2020-05-23,0.665,0.14,0.0,20.58,,,0.295,0.0,5.54
Croatia,2020-05-24,0.63,0.14,0.0,19.845,,3.696,0.266,0.0,5.54
Croatia,2020-05-25,0.56,0.175,0.0,19.11,,,0.266,0.0,5.54
Croatia,2020-05-26,0.42,0.175,0.0,10.29,,,0.276,0.0,5.54
Croatia,2020-05-27,0.35,0.175,0.0,9.31,,,0.254,0.0,5.54
Croatia,2020-05-28,0.28,0.175,0.0,8.33,,,0.232,0.0,5.54
Croatia,2020-05-29,0.07,0.14,0.0,6.86,,,0.196,0.0,5.54
Croatia,2020-05-30,0.105,0.14,0.0,6.615,,,0.185,0.0,5.54
Croatia,2020-05-31,0.07,0.14,0.0,5.635,,0.246,0.172,0.0,5.54
Croatia,2020-06-01,0.07,0.105,0.0,5.39,,,0.149,0.0,5.54
Croatia,2020-06-02,0.07,0.07,0.0,4.165,,,0.126,0.0,5.54
Croatia,2020-06-03,0.07,0.07,0.0,4.165,,,0.124,0.0,5.54
Croatia,2020-06-04,0.07,0.035,0.0,3.675,,,0.102,0.0,5.54
Croatia,2020-06-05,0.07,0.0,0.0,2.94,,,0.097,0.0,5.54
Croatia,2020-06-06,0.035,0.035,0.0,2.45,,,0.083,0.0,5.54
Croatia,2020-06-07,0.035,0.035,0.0,2.45,,0.0,0.082,0.0,5.54
Croatia,2020-06-08,0.035,0.035,0.0,2.45,,,0.076,0.0,5.54
Croatia,2020-06-09,0.035,0.105,0.0,1.47,,,0.064,0.0,5.54
Croatia,2020-06-10,0.105,0.105,0.0,1.715,,,0.054,0.0,5.54
Croatia,2020-06-11,0.07,0.105,0.0,1.715,,,0.056,0.0,5.54
Croatia,2020-06-12,0.07,0.14,0.0,1.47,,,0.051,0.0,5.54
Croatia,2020-06-13,0.14,0.105,0.0,1.47,,,0.051,0.0,5.54
Croatia,2020-06-14,0.175,0.105,0.0,1.715,,0.739,0.048,0.0,5.54
Croatia,2020-06-15,0.245,0.105,0.0,1.715,,,0.049,0.0,5.54
Croatia,2020-06-16,0.28,0.035,0.0,0.98,,,0.049,0.0,5.54
Croatia,2020-06-17,0.315,0.035,0.0,1.225,,,0.048,0.0,5.54
Croatia,2020-06-18,0.7,0.035,0.0,2.205,,,0.049,0.0,5.54
Croatia,2020-06-19,1.085,0.0,0.0,1.96,,,0.073,0.0,5.54
Croatia,2020-06-20,1.68,0.0,0.0,1.96,,,0.078,0.0,5.54
Croatia,2020-06-21,2.275,0.0,0.0,2.205,,1.479,0.083,0.0,5.54
Croatia,2020-06-22,2.87,0.0,0.0,2.205,,,0.087,0.0,5.54
Croatia,2020-06-23,3.885,0.0,0.0,3.92,,,0.09,0.0,5.54
Croatia,2020-06-24,4.55,0.0,0.0,4.41,,,0.106,0.0,5.54
Croatia,2020-06-25,7.49,0.0,0.0,10.29,,,0.128,0.0,5.54
Croatia,2020-06-26,9.065,0.0,0.0,12.495,,,0.134,0.0,5.54
Croatia,2020-06-27,11.375,0.0,0.0,13.23,,,0.155,0.0,5.54
Croatia,2020-06-28,13.09,0.0,0.0,14.7,,14.046,0.174,0.0,5.54
Croatia,2020-06-29,13.615,0.0,0.0,15.925,,,0.19,0.0,5.54
Croatia,2020-06-30,14.385,0.0,0.0,18.375,,,0.21,0.0,5.54
Croatia,2020-07-01,15.505,0.035,0.0,19.6,,,0.235,0.0,5.54
Croatia,2020-07-02,15.015,0.105,0.0,20.58,,,0.237,0.0,5.54
Croatia,2020-07-03,16.415,0.175,0.0,21.56,,,0.254,0.0,5.54
Croatia,2020-07-04,16.45,0.21,0.0,20.825,,,0.264,0.0,5.54
Croatia,2020-07-05,16.1,0.21,0.0,22.785,,16.51,0.279,0.0,5.54
Croatia,2020-07-06,17.325,0.21,0.0,22.05,,,0.273,0.0,5.54
Croatia,2020-07-07,17.325,0.21,0.0,21.805,,,0.271,0.0,5.54
Croatia,2020-07-08,17.29,0.21,0.0,22.295,,,0.272,0.0,5.54
Croatia,2020-07-09,17.64,0.175,0.0,24.5,,,0.292,0.0,5.54
Croatia,2020-07-10,18.34,0.175,0.0,25.48,,,0.3,0.0,5.54
Croatia,2020-07-11,20.23,0.175,0.0,30.38,,,0.303,0.0,5.54
Croatia,2020-07-12,19.985,0.21,0.0,32.34,,23.41,0.286,0.0,5.54
Croatia,2020-07-13,19.425,0.21,0.0,32.34,,,0.286,0.0,5.54
Croatia,2020-07-14,19.425,0.245,0.0,31.605,,,0.317,0.0,5.54
Croatia,2020-07-15,21.98,0.21,0.0,32.34,,,0.332,0.0,5.54
Croatia,2020-07-16,21.805,0.175,0.0,33.32,,,0.338,0.0,5.54
Croatia,2020-07-17,21.175,0.105,0.0,33.565,,,0.328,0.0,5.54
Croatia,2020-07-18,20.335,0.07,0.0,34.055,,,0.328,0.0,5.54
Croatia,2020-07-19,21.805,0.035,0.0,37.485,,24.642,0.334,0.0,5.54
Croatia,2020-07-20,20.825,0.105,0.0,36.015,,,0.348,0.0,5.54
Croatia,2020-07-21,20.825,0.105,0.0,33.81,,,0.336,0.0,5.54
Croatia,2020-07-22,20.195,0.175,0.0,35.035,,,0.318,0.0,5.54
Croatia,2020-07-23,20.825,0.28,0.0,32.34,,,0.308,0.0,5.54
Croatia,2020-07-24,20.23,0.28,0.0,34.055,,,0.298,0.0,5.54
Croatia,2020-07-25,18.865,0.455,0.0,32.83,,,0.291,0.0,5.54
Croatia,2020-07-26,17.92,0.56,0.0,34.79,,20.206,0.311,0.0,5.54
Croatia,2020-07-27,17.885,0.595,0.0,33.81,,,0.305,0.0,5.54
Croatia,2020-07-28,17.535,0.595,0.0,32.585,,,0.3,0.0,5.54
Croatia,2020-07-29,16.205,0.56,0.0,32.34,,,0.312,0.0,5.54
Croatia,2020-07-30,15.295,0.56,0.0,31.85,,,0.313,0.0,5.54
Croatia,2020-07-31,14.84,0.595,0.0,30.625,,,0.336,0.0,5.54
Croatia,2020-08-01,15.12,0.42,0.0,31.115,,,0.344,0.0,5.54
Croatia,2020-08-02,14.105,0.455,0.0,32.095,,18.728,0.326,0.0,5.54
Croatia,2020-08-03,14.455,0.49,0.0,31.85,,,0.324,0.0,5.54
Croatia,2020-08-04,13.825,0.49,0.0,28.665,,,0.319,0.0,5.54
Croatia,2020-08-05,13.405,0.455,0.0,27.195,,,0.303,0.0,5.54
Croatia,2020-08-06,11.655,0.385,0.0,26.95,,,0.285,0.0,5.54
Croatia,2020-08-07,11.445,0.35,0.0,29.89,,,0.261,0.0,5.54
Croatia,2020-08-08,11.165,0.42,0.0,29.4,,,0.247,0.0,5.54
Croatia,2020-08-09,12.04,0.28,0.0,29.645,,15.771,0.238,0.0,5.54
Croatia,2020-08-10,12.425,0.175,0.0,30.38,,,0.255,0.0,5.54
Croatia,2020-08-11,14.77,0.21,0.0,28.175,,,0.262,0.0,5.54
Croatia,2020-08-12,17.29,0.21,0.0,28.665,,,0.277,0.0,5.54
Croatia,2020-08-13,22.61,0.21,0.0,28.175,,,0.286,0.0,5.54
Croatia,2020-08-14,27.72,0.28,0.0,25.97,,,0.292,0.0,5.54
Croatia,2020-08-15,30.695,0.28,0.0,28.91,,,0.311,0.0,5.54
Croatia,2020-08-16,33.845,0.315,0.0,30.87,,17.249,0.333,0.0,5.54
Croatia,2020-08-17,35.245,0.28,0.0,30.87,,,0.324,0.0,5.54
Croatia,2020-08-18,39.025,0.21,0.0,29.4,,,0.343,0.0,5.54
Croatia,2020-08-19,42.14,0.28,0.0,29.89,,,0.344,0.0,5.54
Croatia,2020-08-20,44.765,0.245,0.0,31.115,,,0.386,0.0,5.54
Croatia,2020-08-21,46.76,0.21,0.0,33.075,,,0.4,0.0,5.54
Croatia,2020-08-22,51.8,0.175,0.0,35.035,,,0.436,0.0,5.54
Croatia,2020-08-23,56.14,0.175,0.0,37.975,,24.149,0.448,0.0,5.54
Croatia,2020-08-24,57.925,0.245,0.0,39.935,,,0.496,0.0,5.54
Croatia,2020-08-25,58.625,0.315,0.0,40.915,,,0.479,0.0,5.54
Croatia,2020-08-26,63.49,0.245,0.0,42.63,,,0.534,0.0,5.54
Croatia,2020-08-27,65.205,0.315,0.0,47.53,,,0.55,0.0,5.54
Croatia,2020-08-28,68.425,0.385,0.0,51.94,,,0.565,0.0,5.54
Croatia,2020-08-29,68.635,0.455,0.0,51.695,,,0.594,0.0,5.54
Croatia,2020-08-30,68.18,0.455,0.0,56.105,,46.573,0.566,0.0,5.54
Croatia,2020-08-31,68.53,0.455,0.0,61.495,,,0.539,0.0,5.54
Croatia,2020-09-01,65.94,0.42,0.0,63.21,,,0.597,0.0,5.54
Croatia,2020-09-02,64.295,0.56,0.0,63.21,,,0.629,0.0,5.54
