location,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,weekly_icu_admissions_per_million,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,new_vaccinations_smoothed_per_million,hospital_beds_per_thousand
Albania,2020-02-25,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-02-26,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-02-27,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-02-28,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-02-29,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-03-01,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-03-02,0.0,0.0,23.775,94.658,,,0.0,0.0,2.89
Albania,2020-03-03,0.0,0.0,23.775,94.658,,,0.001,0.0,2.89
Albania,2020-03-04,0.0,0.0,23.775,94.658,,,0.001,0.0,2.89
Albania,2020-03-05,0.0,0.0,23.775,94.658,,,0.002,0.0,2.89
Albania,2020-03-06,0.0,0.0,23.775,94.658,,,0.002,0.0,2.89
Albania,2020-03-07,0.0,0.0,23.775,94.658,,,0.002,0.0,2.89
Albania,2020-03-08,0.0,0.0,23.775,94.658,,,0.001,0.0,2.89
Albania,2020-03-09,0.0,0.0,23.775,94.658,,,0.002,0.0,2.89
Albania,2020-03-10,0.0,0.0,23.775,94.658,,,0.004,0.0,2.89
Albania,2020-03-11,0.0,0.0,23.775,94.658,,,0.006,0.0,2.89
Albania,2020-03-12,0.0,0.0,23.775,94.658,,,0.012,0.0,2.89
Albania,2020-03-13,0.0,0.0,23.775,94.658,,,0.02,0.0,2.89
Albania,2020-03-14,1.89,0.05,23.775,94.658,,,0.022,0.0,2.89
Albania,2020-03-15,2.088,0.05,23.775,94.658,,,0.024,0.0,2.89
Albania,2020-03-16,2.437,0.05,23.775,94.658,,,0.024,0.0,2.89
Albania,2020-03-17,2.238,0.05,23.775,94.658,,,0.024,0.0,2.89
Albania,2020-03-18,2.337,0.05,23.775,94.658,,,0.025,0.0,2.89
Albania,2020-03-19,2.039,0.05,23.775,94.658,,,0.02,0.0,2.89
Albania,2020-03-20,1.84,0.05,23.775,94.658,,,0.014,0.0,2.89
Albania,2020-03-21,1.89,0.05,23.775,94.658,,,0.014,0.0,2.89
Albania,2020-03-22,2.337,0.05,23.775,94.658,,,0.014,0.0,2.89
Albania,2020-03-23,2.635,0.149,23.775,94.658,,,0.014,0.0,2.89
Albania,2020-03-24,3.381,0.199,23.775,94.658,,,0.014,0.0,2.89
Albania,2020-03-25,4.326,0.149,23.775,94.658,,,0.013,0.0,2.89
Albania,2020-03-26,5.47,0.199,23.775,94.658,,,0.016,0.0,2.89
Albania,2020-03-27,5.768,0.298,23.775,94.658,,,0.019,0.0,2.89
Albania,2020-03-28,6.017,0.398,23.775,94.658,,,0.021,0.0,2.89
Albania,2020-03-29,6.116,0.398,23.775,94.658,,,0.025,0.0,2.89
Albania,2020-03-30,5.917,0.348,23.775,94.658,,,0.028,0.0,2.89
Albania,2020-03-31,5.967,0.497,23.775,94.658,,,0.033,0.0,2.89
Albania,2020-04-01,5.619,0.497,23.775,94.658,,,0.039,0.0,2.89
Albania,2020-04-02,5.122,0.497,23.775,94.658,,,0.039,0.0,2.89
Albania,2020-04-03,5.868,0.448,23.775,94.658,,,0.039,0.0,2.89
Albania,2020-04-04,6.763,0.497,23.775,94.658,,,0.046,0.0,2.89
Albania,2020-04-05,7.409,0.497,23.775,94.658,,,0.048,0.0,2.89
Albania,2020-04-06,7.658,0.497,23.775,94.658,,,0.052,0.0,2.89
Albania,2020-04-07,6.962,0.348,23.775,94.658,,,0.054,0.0,2.89
Albania,2020-04-08,7.011,0.348,23.775,94.658,,,0.058,0.0,2.89
Albania,2020-04-09,6.564,0.348,23.775,94.658,,,0.065,0.0,2.89
Albania,2020-04-10,5.569,0.298,23.775,94.658,,,0.067,0.0,2.89
Albania,2020-04-11,4.973,0.149,23.775,94.658,,,0.07,0.0,2.89
Albania,2020-04-12,4.227,0.149,23.775,94.658,,,0.074,0.0,2.89
Albania,2020-04-13,4.475,0.099,23.775,94.658,,,0.074,0.0,2.89
Albania,2020-04-14,4.575,0.099,23.775,94.658,,,0.077,0.0,2.89
Albania,2020-04-15,4.674,0.149,23.775,94.658,,,0.078,0.0,2.89
Albania,2020-04-16,5.42,0.149,23.775,94.658,,,0.08,0.0,2.89
Albania,2020-04-17,6.116,0.149,23.775,94.658,,,0.084,0.0,2.89
Albania,2020-04-18,5.718,0.149,23.775,94.658,,,0.083,0.0,2.89
Albania,2020-04-19,5.768,0.149,23.775,94.658,,,0.083,0.0,2.89
Albania,2020-04-20,5.818,0.149,23.775,94.658,,,0.085,0.0,2.89
Albania,2020-04-21,6.663,0.099,23.775,94.658,,,0.085,0.0,2.89
Albania,2020-04-22,6.962,0.099,23.775,94.658,,,0.085,0.0,2.89
Albania,2020-04-23,7.21,0.05,23.775,94.658,,,0.084,0.0,2.89
Albania,2020-04-24,6.912,0.05,23.775,94.658,,,0.084,0.0,2.89
Albania,2020-04-25,8.155,0.05,23.775,94.658,,,0.085,0.0,2.89
Albania,2020-04-26,8.155,0.099,23.775,94.658,,,0.086,0.0,2.89
Albania,2020-04-27,7.558,0.099,23.775,94.658,,,0.085,0.0,2.89
Albania,2020-04-28,7.011,0.199,23.775,94.658,,,0.087,0.0,2.89
Albania,2020-04-29,6.564,0.149,23.775,94.658,,,0.087,0.0,2.89
Albania,2020-04-30,5.47,0.199,23.775,94.658,,,0.087,0.0,2.89
Albania,2020-05-01,5.171,0.199,23.775,94.658,,,0.086,0.0,2.89
Albania,2020-05-02,3.829,0.199,23.775,94.658,,,0.082,0.0,2.89
Albania,2020-05-03,3.431,0.149,23.775,94.658,,,0.079,0.0,2.89
Albania,2020-05-04,3.332,0.149,23.775,94.658,,,0.075,0.0,2.89
Albania,2020-05-05,3.481,0.05,23.775,94.658,,,0.076,0.0,2.89
Albania,2020-05-06,3.282,0.05,23.775,94.658,,,0.075,0.0,2.89
Albania,2020-05-07,3.431,0.0,23.775,94.658,,,0.077,0.0,2.89
Albania,2020-05-08,3.381,0.0,23.775,94.658,,,0.077,0.0,2.89
Albania,2020-05-09,3.332,0.0,23.775,94.658,,,0.079,0.0,2.89
Albania,2020-05-10,3.63,0.0,23.775,94.658,,,0.078,0.0,2.89
Albania,2020-05-11,3.431,0.0,23.775,94.658,,,0.077,0.0,2.89
Albania,2020-05-12,2.785,0.0,23.775,94.658,,,0.076,0.0,2.89
Albania,2020-05-13,2.387,0.0,23.775,94.658,,,0.076,0.0,2.89
Albania,2020-05-14,2.785,0.0,23.775,94.658,,,0.071,0.0,2.89
Albania,2020-05-15,3.282,0.0,23.775,94.658,,,0.07,0.0,2.89
Albania,2020-05-16,3.829,0.0,23.775,94.658,,,0.074,0.0,2.89
Albania,2020-05-17,3.879,0.0,23.775,94.658,,,0.079,0.0,2.89
Albania,2020-05-18,3.779,0.0,23.775,94.658,,,0.081,0.0,2.89
Albania,2020-05-19,3.63,0.0,23.775,94.658,,,0.078,0.0,2.89
Albania,2020-05-20,4.177,0.0,23.775,94.658,,,0.075,0.0,2.89
Albania,2020-05-21,3.53,0.0,23.775,94.658,,,0.076,0.0,2.89
Albania,2020-05-22,3.232,0.0,23.775,94.658,,,0.073,0.0,2.89
Albania,2020-05-23,2.785,0.0,23.775,94.658,,,0.068,0.0,2.89
Albania,2020-05-24,2.586,0.05,23.775,94.658,,,0.062,0.0,2.89
Albania,2020-05-25,2.785,0.05,23.775,94.658,,,0.057,0.0,2.89
Albania,2020-05-26,3.978,0.099,23.775,94.658,,,0.056,0.0,2.89
Albania,2020-05-27,4.276,0.099,23.775,94.658,,,0.06,0.0,2.89
Albania,2020-05-28,5.321,0.099,23.775,94.658,,,0.061,0.0,2.89
Albania,2020-05-29,5.868,0.099,23.775,94.658,,,0.066,0.0,2.89
Albania,2020-05-30,6.613,0.099,23.775,94.658,,,0.068,0.0,2.89
Albania,2020-05-31,6.912,0.05,23.775,94.658,,,0.072,0.0,2.89
Albania,2020-06-01,6.912,0.05,23.775,94.658,,,0.074,0.0,2.89
Albania,2020-06-02,6.713,0.0,23.775,94.658,,,0.078,0.0,2.89
Albania,2020-06-03,6.663,0.0,23.775,94.658,,,0.079,0.0,2.89
Albania,2020-06-04,6.017,0.0,23.775,94.658,,,0.082,0.0,2.89
Albania,2020-06-05,5.619,0.0,23.775,94.658,,,0.077,0.0,2.89
Albania,2020-06-06,5.47,0.05,23.775,94.658,,,0.078,0.0,2.89
Albania,2020-06-07,5.42,0.05,23.775,94.658,,,0.076,0.0,2.89
Albania,2020-06-08,5.967,0.05,23.775,94.658,,,0.076,0.0,2.89
Albania,2020-06-09,6.713,0.05,23.775,94.658,,,0.082,0.0,2.89
Albania,2020-06-10,7.807,0.05,23.775,94.658,,,0.082,0.0,2.89
Albania,2020-06-11,9.348,0.099,23.775,94.658,,,0.083,0.0,2.89
Albania,2020-06-12,10.144,0.149,23.775,94.658,,,0.09,0.0,2.89
Albania,2020-06-13,11.536,0.099,23.775,94.658,,,0.091,0.0,2.89
Albania,2020-06-14,13.674,0.099,23.775,94.658,,,0.099,0.0,2.89
Albania,2020-06-15,16.26,0.099,23.775,94.658,,,0.11,0.0,2.89
Albania,2020-06-16,18.547,0.149,23.775,94.658,,,0.11,0.0,2.89
Albania,2020-06-17,18.945,0.199,23.775,94.658,,,0.111,0.0,2.89
Albania,2020-06-18,20.039,0.199,23.775,94.658,,,0.111,0.0,2.89
Albania,2020-06-19,20.984,0.298,23.775,94.658,,,0.112,0.0,2.89
Albania,2020-06-20,21.233,0.348,23.775,94.658,,,0.115,0.0,2.89
Albania,2020-06-21,21.929,0.398,23.775,94.658,,,0.113,0.0,2.89
Albania,2020-06-22,20.139,0.398,23.775,94.658,,,0.109,0.0,2.89
Albania,2020-06-23,18.647,0.398,23.775,94.658,,,0.107,0.0,2.89
Albania,2020-06-24,19.492,0.448,23.775,94.658,,,0.108,0.0,2.89
Albania,2020-06-25,20.089,0.497,23.775,94.658,,,0.111,0.0,2.89
Albania,2020-06-26,21.432,0.448,23.775,94.658,,,0.115,0.0,2.89
Albania,2020-06-27,21.829,0.497,23.775,94.658,,,0.117,0.0,2.89
Albania,2020-06-28,21.879,0.547,23.775,94.658,,,0.119,0.0,2.89
Albania,2020-06-29,23.421,0.696,23.775,94.658,,,0.125,0.0,2.89
Albania,2020-06-30,24.266,0.845,23.775,94.658,,,0.127,0.0,2.89
Albania,2020-07-01,23.172,0.895,23.775,94.658,,,0.124,0.0,2.89
Albania,2020-07-02,23.371,0.995,23.775,94.658,,,0.125,0.0,2.89
Albania,2020-07-03,24.017,1.044,23.775,94.658,,,0.123,0.0,2.89
Albania,2020-07-04,24.316,1.044,23.775,94.658,,,0.124,0.0,2.89
Albania,2020-07-05,24.415,1.044,23.775,94.658,,,0.125,0.0,2.89
Albania,2020-07-06,24.763,1.044,23.775,94.658,,,0.129,0.0,2.89
Albania,2020-07-07,25.012,0.945,23.775,94.658,,,0.131,0.0,2.89
Albania,2020-07-08,26.155,0.895,23.775,94.658,,,0.137,0.0,2.89
Albania,2020-07-09,26.155,0.696,23.775,94.658,,,0.139,0.0,2.89
Albania,2020-07-10,26.155,0.646,23.775,94.658,,,0.142,0.0,2.89
Albania,2020-07-11,27.448,0.746,23.775,94.658,,,0.144,0.0,2.89
Albania,2020-07-12,27.896,0.845,23.775,94.658,,,0.145,0.0,2.89
Albania,2020-07-13,30.183,0.796,23.775,94.658,,,0.152,0.0,2.89
Albania,2020-07-14,31.277,0.796,23.775,94.658,,,0.154,0.0,2.89
Albania,2020-07-15,32.122,0.895,23.775,94.658,,,0.152,0.0,2.89
Albania,2020-07-16,32.968,1.044,23.775,94.658,,,0.153,0.0,2.89
Albania,2020-07-17,31.227,1.094,23.775,94.658,,,0.154,0.0,2.89
Albania,2020-07-18,31.675,1.094,23.775,94.658,,,0.158,0.0,2.89
Albania,2020-07-19,31.625,0.945,23.775,94.658,,,0.154,0.0,2.89
Albania,2020-07-20,29.835,0.895,23.775,94.658,,,0.137,0.0,2.89
Albania,2020-07-21,30.979,0.995,23.775,94.658,,,0.139,0.0,2.89
Albania,2020-07-22,30.133,0.945,23.775,94.658,,,0.146,0.0,2.89
Albania,2020-07-23,30.581,0.945,23.775,94.658,,,0.148,0.0,2.89
Albania,2020-07-24,33.018,1.044,23.775,94.658,,,0.155,0.0,2.89
Albania,2020-07-25,31.277,1.144,23.775,94.658,,,0.145,0.0,2.89
Albania,2020-07-26,33.465,1.293,23.775,94.658,,,0.154,0.0,2.89
Albania,2020-07-27,35.255,1.541,23.775,94.658,,,0.165,0.0,2.89
Albania,2020-07-28,35.156,1.541,23.775,94.658,,,0.167,0.0,2.89
Albania,2020-07-29,37.145,1.492,23.775,94.658,,,0.167,0.0,2.89
Albania,2020-07-30,36.349,1.541,23.775,94.658,,,0.168,0.0,2.89
Albania,2020-07-31,35.106,1.442,23.775,94.658,,,0.165,0.0,2.89
Albania,2020-08-01,37.741,1.343,23.775,94.658,,,0.175,0.0,2.89
Albania,2020-08-02,37.592,1.392,23.775,94.658,,,0.174,0.0,2.89
Albania,2020-08-03,36.797,1.392,23.775,94.658,,,0.173,0.0,2.89
Albania,2020-08-04,37.443,1.392,23.775,94.658,,,0.175,0.0,2.89
Albania,2020-08-05,38.985,1.591,23.775,94.658,,,0.178,0.0,2.89
Albania,2020-08-06,40.725,1.691,23.775,94.658,,,0.179,0.0,2.89
Albania,2020-08-07,43.51,1.591,23.775,94.658,,,0.183,0.0,2.89
Albania,2020-08-08,43.708,1.591,23.775,94.658,,,0.183,0.0,2.89
Albania,2020-08-09,44.355,1.641,23.775,94.658,,,0.187,0.0,2.89
Albania,2020-08-10,45.548,1.392,23.775,94.658,,,0.189,0.0,2.89
Albania,2020-08-11,46.046,1.442,23.775,94.658,,,0.191,0.0,2.89
Albania,2020-08-12,46.145,1.293,23.775,94.658,,,0.195,0.0,2.89
Albania,2020-08-13,47.488,1.243,23.775,94.658,,,0.2,0.0,2.89
Albania,2020-08-14,48.035,1.492,23.775,94.658,,,0.203,0.0,2.89
Albania,2020-08-15,48.979,1.591,23.775,94.658,,,0.21,0.0,2.89
Albania,2020-08-16,48.184,1.442,23.775,94.658,,,0.213,0.0,2.89
Albania,2020-08-17,47.885,1.492,23.775,94.658,,,0.213,0.0,2.89
Albania,2020-08-18,48.631,1.343,23.775,94.658,,,0.229,0.0,2.89
Albania,2020-08-19,49.477,1.293,23.775,94.658,,,0.242,0.0,2.89
Albania,2020-08-20,49.526,1.243,23.775,94.658,,,0.252,0.0,2.89
Albania,2020-08-21,49.825,1.044,23.775,94.658,,,0.263,0.0,2.89
Albania,2020-08-22,50.471,0.995,23.775,94.658,,,0.272,0.0,2.89
Albania,2020-08-23,52.062,1.094,23.775,94.658,,,0.28,0.0,2.89
Albania,2020-08-24,54.996,1.193,23.775,94.658,,,0.302,0.0,2.89
Albania,2020-08-25,54.946,1.343,23.775,94.658,,,0.299,0.0,2.89
Albania,2020-08-26,55.444,1.442,23.775,94.658,,,0.3,0.0,2.89
Albania,2020-08-27,55.493,1.392,23.775,94.658,,,0.301,0.0,2.89
Albania,2020-08-28,53.504,1.541,23.775,94.658,,,0.298,0.0,2.89
Albania,2020-08-29,49.924,1.492,23.775,94.658,,,0.296,0.0,2.89
Albania,2020-08-30,47.388,1.492,23.775,94.658,,,0.296,0.0,2.89
Albania,2020-08-31,45.15,1.492,23.775,94.658,,,0.29,0.0,2.89
Albania,2020-09-01,42.117,1.541,23.775,94.658,,,0.287,0.0,2.89
Albania,2020-09-02,39.83,1.641,23.775,94.658,,,0.286,0.0,2.89
Albania,2020-09-03,37.841,1.74,23.775,94.658,,,0.285,0.0,2.89
Albania,2020-09-04,38.388,1.74,23.775,94.658,,,0.288,0.0,2.89
Albania,2020-09-05,40.924,1.84,23.775,94.658,,,0.291,0.0,2.89
Albania,2020-09-06,43.51,1.79,23.775,94.658,,,0.293,0.0,2.89
Albania,2020-09-07,44.405,1.74,23.775,94.658,,,0.293,0.0,2.89
Albania,2020-09-08,47.09,1.541,23.775,94.658,,,0.294,0.0,2.89
Albania,2020-09-09,48.532,1.293,23.775,94.658,,,0.294,0.0,2.89
Albania,2020-09-10,50.521,1.144,23.775,94.658,,,0.296,0.0,2.89
Albania,2020-09-11,52.41,1.044,23.775,94.658,,,0.296,0.0,2.89
Albania,2020-09-12,53.852,0.895,23.775,94.658,,,0.297,0.0,2.89
Albania,2020-09-13,54.598,0.895,23.775,94.658,,,0.298,0.0,2.89
Albania,2020-09-14,55.394,0.945,23.775,94.658,,,0.3,0.0,2.89
Albania,2020-09-15,55.642,0.945,23.775,94.658,,,0.299,0.0,2.89
Albania,2020-09-16,55.294,1.044,23.775,94.658,,,0.298,0.0,2.89
Albania,2020-09-17,54.101,1.144,23.775,94.658,,,0.295,0.0,2.89
Albania,2020-09-18,52.311,1.293,23.775,94.658,,,0.293,0.0,2.89
Albania,2020-09-19,51.764,1.392,23.775,94.658,,,0.291,0.0,2.89
Albania,2020-09-20,51.316,1.392,23.775,94.658,,,0.29,0.0,2.89
Albania,2020-09-21,50.471,1.293,23.775,94.658,,,0.287,0.0,2.89
Albania,2020-09-22,49.427,1.343,23.775,94.658,,,0.288,0.0,2.89
Albania,2020-09-23,48.283,1.343,23.775,94.658,,,0.291,0.0,2.89
Albania,2020-09-24,48.383,1.144,23.775,94.658,,,0.293,0.0,2.89
Albania,2020-09-25,48.333,0.995,23.775,94.658,,,0.291,0.0,2.89
Albania,2020-09-26,46.095,0.845,23.775,94.658,,,0.29,0.0,2.89
Albania,2020-09-27,43.46,0.746,23.775,94.658,,,0.29,0.0,2.89
Albania,2020-09-28,42.565,0.796,23.775,94.658,,,0.29,0.0,2.89
Albania,2020-09-29,42.366,0.845,23.775,94.658,,,0.29,0.0,2.89
Albania,2020-09-30,42.863,0.845,23.775,94.658,,,0.288,0.0,2.89
Albania,2020-10-01,44.007,0.895,23.775,94.658,,,0.296,0.0,2.89
Albania,2020-10-02,45.747,0.796,23.775,94.658,,,0.31,0.0,2.89
Albania,2020-10-03,47.935,0.845,23.775,94.658,,,0.32,0.0,2.89
Albania,2020-10-04,50.073,0.945,23.775,94.658,,,0.326,0.0,2.89
Albania,2020-10-05,50.67,0.995,23.775,94.658,,,0.33,0.0,2.89
Albania,2020-10-06,52.211,0.945,23.775,94.658,,,0.335,0.0,2.89
Albania,2020-10-07,53.753,0.995,23.775,94.658,,,0.338,0.0,2.89
Albania,2020-10-08,54.35,1.144,23.775,94.658,,,0.336,0.0,2.89
Albania,2020-10-09,54.747,1.193,23.775,94.658,,,0.329,0.0,2.89
Albania,2020-10-10,55.394,1.193,23.775,94.658,,,0.326,0.0,2.89
Albania,2020-10-11,56.339,1.193,23.775,94.658,,,0.325,0.0,2.89
Albania,2020-10-12,57.681,1.193,23.775,94.658,,,0.327,0.0,2.89
Albania,2020-10-13,58.875,1.293,23.775,94.658,,,0.335,0.0,2.89
Albania,2020-10-14,60.913,1.343,23.775,94.658,,,0.356,0.0,2.89
Albania,2020-10-15,65.289,1.392,23.775,94.658,,,0.377,0.0,2.89
Albania,2020-10-16,71.356,1.492,23.775,94.658,,,0.401,0.0,2.89
Albania,2020-10-17,76.726,1.591,23.775,94.658,,,0.417,0.0,2.89
Albania,2020-10-18,82.345,1.541,23.775,94.658,,,0.434,0.0,2.89
Albania,2020-10-19,88.511,1.492,23.775,94.658,,,0.457,0.0,2.89
Albania,2020-10-20,94.428,1.442,23.775,94.658,,,0.474,0.0,2.89
Albania,2020-10-21,99.102,1.392,23.775,94.658,,,0.475,0.0,2.89
Albania,2020-10-22,101.34,1.293,23.775,94.658,,,0.476,0.0,2.89
Albania,2020-10-23,102.185,1.293,23.775,94.658,,,0.476,0.0,2.89
Albania,2020-10-24,103.627,1.243,23.775,94.658,,,0.478,0.0,2.89
Albania,2020-10-25,104.522,1.293,23.775,94.658,,,0.48,0.0,2.89
Albania,2020-10-26,104.174,1.293,23.775,94.658,,,0.475,0.0,2.89
Albania,2020-10-27,103.329,1.442,23.775,94.658,,,0.468,0.0,2.89
Albania,2020-10-28,104.025,1.541,23.775,94.658,,,0.47,0.0,2.89
Albania,2020-10-29,102.682,1.691,23.775,94.658,,,0.47,0.0,2.89
Albania,2020-10-30,103.329,1.641,23.775,94.658,,,0.476,0.0,2.89
Albania,2020-10-31,100.296,1.79,23.775,94.658,,,0.473,0.0,2.89
Albania,2020-11-01,101.688,2.039,23.775,94.658,,,0.481,0.0,2.89
Albania,2020-11-02,103.329,2.337,23.775,94.658,,,0.488,0.0,2.89
Albania,2020-11-03,108.152,2.238,23.775,94.658,,,0.508,0.0,2.89
Albania,2020-11-04,112.379,2.138,23.775,94.658,,,0.524,0.0,2.89
Albania,2020-11-05,119.639,2.188,23.775,94.658,,,0.54,0.0,2.89
Albania,2020-11-06,128.092,2.337,23.775,94.658,,,0.561,0.0,2.89
Albania,2020-11-07,140.722,2.387,23.775,94.658,,,0.594,0.0,2.89
Albania,2020-11-08,149.374,2.039,23.775,94.658,,,0.618,0.0,2.89
Albania,2020-11-09,159.518,2.188,23.775,94.658,,,0.644,0.0,2.89
Albania,2020-11-10,168.568,2.337,23.775,94.658,,,0.646,0.0,2.89
Albania,2020-11-11,174.088,2.685,23.775,94.658,,,0.653,0.0,2.89
Albania,2020-11-12,173.541,2.735,23.775,94.658,,,0.644,0.0,2.89
Albania,2020-11-13,173.591,2.785,23.775,94.658,,,0.649,0.0,2.89
Albania,2020-11-14,175.43,2.735,23.775,94.658,,,0.655,0.0,2.89
Albania,2020-11-15,180.204,3.182,23.775,94.658,,,0.663,0.0,2.89
Albania,2020-11-16,184.033,2.984,23.775,94.658,,,0.669,0.0,2.89
Albania,2020-11-17,190.547,2.884,23.775,94.658,,,0.689,0.0,2.89
Albania,2020-11-18,200.691,2.785,23.775,94.658,,,0.702,0.0,2.89
Albania,2020-11-19,219.387,2.934,23.775,94.658,,,0.731,0.0,2.89
Albania,2020-11-20,236.592,3.332,23.775,94.658,,,0.739,0.0,2.89
Albania,2020-11-21,246.786,3.63,23.775,94.658,,,0.733,0.0,2.89
Albania,2020-11-22,245.195,3.779,23.775,94.658,,,0.709,0.0,2.89
Albania,2020-11-23,254.792,4.227,23.775,94.658,,,0.706,0.0,2.89
Albania,2020-11-24,257.278,4.873,23.775,94.658,,,0.704,0.0,2.89
Albania,2020-11-25,253.946,4.823,23.775,94.658,,,0.685,0.0,2.89
Albania,2020-11-26,247.482,4.774,23.775,94.658,,,0.666,0.0,2.89
Albania,2020-11-27,237.985,4.923,23.775,94.658,,,0.645,0.0,2.89
Albania,2020-11-28,228.437,5.072,23.775,94.658,,,0.619,0.0,2.89
Albania,2020-11-29,241.863,4.923,23.775,94.658,,,0.644,0.0,2.89
Albania,2020-11-30,230.029,4.674,23.775,94.658,,,0.639,0.0,2.89
Albania,2020-12-01,234.404,4.326,23.775,94.658,,,0.62,0.0,2.89
Albania,2020-12-02,237.438,4.774,23.775,94.658,,,0.625,0.0,2.89
Albania,2020-12-03,243.703,4.923,23.775,94.658,,,0.643,0.0,2.89
Albania,2020-12-04,251.46,4.923,23.775,94.658,,,0.649,0.0,2.89
Albania,2020-12-05,266.427,5.072,23.775,94.658,,,0.671,0.0,2.89
Albania,2020-12-06,266.676,5.321,23.775,94.658,,,0.668,0.0,2.89
Albania,2020-12-07,273.538,5.569,23.775,94.658,,,0.669,0.0,2.89
Albania,2020-12-08,269.61,5.669,23.775,94.658,,,0.71,0.0,2.89
Albania,2020-12-09,271.947,5.569,23.775,94.658,,,0.749,0.0,2.89
Albania,2020-12-10,276.472,5.619,23.775,94.658,,,0.779,0.0,2.89
Albania,2020-12-11,276.522,5.321,23.775,94.658,,,0.813,0.0,2.89
Albania,2020-12-12,278.163,4.973,23.775,94.658,,,0.857,0.0,2.89
Albania,2020-12-13,275.577,4.873,23.775,94.658,,,0.879,0.0,2.89
Albania,2020-12-14,273.886,4.674,23.775,94.658,,,0.886,0.0,2.89
Albania,2020-12-15,276.671,4.575,23.775,94.658,,,0.895,0.0,2.89
Albania,2020-12-16,270.952,4.426,23.775,94.658,,,0.897,0.0,2.89
Albania,2020-12-17,266.676,4.475,23.775,94.658,,,0.898,0.0,2.89
Albania,2020-12-18,255.637,4.426,23.775,94.658,,,0.899,0.0,2.89
Albania,2020-12-19,238.681,4.227,23.775,94.658,,,0.876,0.0,2.89
Albania,2020-12-20,222.421,4.227,23.775,94.658,,,0.847,0.0,2.89
Albania,2020-12-21,210.536,4.077,23.775,94.658,,,0.837,0.0,2.89
Albania,2020-12-22,189.652,4.127,23.775,94.658,,,0.823,0.0,2.89
Albania,2020-12-23,182.989,3.829,23.775,94.658,,,0.801,0.0,2.89
Albania,2020-12-24,169.215,3.481,23.775,94.658,,,0.773,0.0,2.89
Albania,2020-12-25,167.872,3.381,23.775,94.658,,,0.752,0.0,2.89
Albania,2020-12-26,159.767,3.431,23.775,94.658,,,0.733,0.0,2.89
Albania,2020-12-27,161.657,3.232,23.775,94.658,,,0.745,0.0,2.89
Albania,2020-12-28,156.485,3.282,23.775,94.658,,,0.725,0.0,2.89
Albania,2020-12-29,165.684,2.934,23.775,94.658,,,0.738,0.0,2.89
Albania,2020-12-30,169.563,2.834,23.775,94.658,,,0.761,0.0,2.89
Albania,2020-12-31,173.491,2.785,23.775,94.658,,,0.769,0.0,2.89
Albania,2021-01-01,145.993,2.337,23.775,94.658,,,0.753,0.0,2.89
Albania,2021-01-02,160.911,2.337,23.775,94.658,,,0.709,0.0,2.89
Albania,2021-01-03,158.325,1.989,23.775,94.658,,,0.717,0.0,2.89
Albania,2021-01-04,151.712,1.74,23.775,94.658,,,0.706,0.0,2.89
Albania,2021-01-05,155.988,1.989,23.775,94.658,,,0.742,0.0,2.89
Albania,2021-01-06,163.148,2.138,23.775,94.658,,,0.803,0.0,2.89
Albania,2021-01-07,168.519,2.088,23.775,94.658,,,0.869,0.0,2.89
Albania,2021-01-08,201.984,2.437,23.775,94.658,,,0.971,0.0,2.89
Albania,2021-01-09,200.989,2.138,23.775,94.658,,,1.144,0.0,2.89
Albania,2021-01-10,206.708,2.387,23.775,94.658,,,1.179,0.0,2.89
Albania,2021-01-11,216.205,2.387,23.775,94.658,,,1.193,22.0,2.89
Albania,2021-01-12,216.006,2.088,23.775,94.658,,,1.208,22.0,2.89
Albania,2021-01-13,215.111,1.939,23.775,94.658,,,1.179,22.0,2.89
Albania,2021-01-14,213.271,1.89,23.775,94.658,,,1.18,23.0,2.89
Albania,2021-01-15,211.68,1.74,23.775,94.658,,,1.16,22.0,2.89
Albania,2021-01-16,208.0,1.84,23.775,94.658,,,1.087,22.0,2.89
Albania,2021-01-17,203.625,1.79,23.775,94.658,,,1.063,20.0,2.89
Albania,2021-01-18,199.448,1.691,23.775,94.658,,,1.102,19.0,2.89
Albania,2021-01-19,195.967,1.74,23.775,94.658,,,1.041,18.0,2.89
Albania,2021-01-20,194.127,1.74,23.775,94.658,,,1.042,16.0,2.89
Albania,2021-01-21,195.022,1.74,23.775,94.658,,,1.012,14.0,2.89
Albania,2021-01-22,199.895,1.89,23.775,94.658,,,1.001,12.0,2.89
Albania,2021-01-23,210.089,1.989,23.775,94.658,,,1.025,9.0,2.89
Albania,2021-01-24,227.94,1.89,23.775,94.658,,,1.075,7.0,2.89
Albania,2021-01-25,240.173,2.138,23.775,94.658,,,1.053,5.0,2.89
Albania,2021-01-26,254.742,2.238,23.775,94.658,,,1.108,3.0,2.89
Albania,2021-01-27,264.985,2.387,23.775,94.658,,,1.117,1.0,2.89
